,location,total_sqft,bath,price,bhk,encoded_loc
7524,Battarahalli,1090.0,2,38.37,2,37
7525,Electronic City,1287.0,3,55.0,3,74
7526,Thigalarapalya,2215.0,4,157.0,3,210
7527,Sarjapur  Road,1045.0,2,42.15,2,194
7528,Hormavu,1263.0,2,47.36,2,100
7529,Whitefield,1431.0,3,85.0,3,224
7530,Dommasandra,999.0,2,32.9,2,72
7531,others,1535.0,3,72.0,3,230
7532,Marathahalli,2524.0,5,180.0,4,161
7533,7th Phase JP Nagar,2095.0,3,150.0,3,6
7534,others,1265.0,2,68.0,2,230
7535,Kudlu Gate,1215.0,2,44.96,2,148
7536,Yelahanka New Town,2200.0,2,180.0,2,227
7537,Electronics City Phase 1,1028.0,2,51.0,2,76
7538,Hegde Nagar,1835.0,2,92.0,3,94
7539,Munnekollal,1800.0,3,65.0,3,164
7540,Sarjapur  Road,2880.0,3,211.0,4,194
7541,Dasanapura,708.0,2,31.15,2,63
7542,Hosakerehalli,925.0,2,46.25,2,102
7543,Bannerghatta Road,2826.0,3,148.0,3,34
7544,Kanakpura Road,458.0,1,33.66,1,127
7545,others,3500.0,4,150.0,4,230
7546,others,5400.0,4,250.0,4,230
7547,Amruthahalli,1450.0,2,90.0,3,14
7548,Kasavanhalli,1100.0,2,65.0,2,130
7549,Kadubeesanahalli,1185.0,2,55.0,2,116
7550,9th Phase JP Nagar,1900.0,4,80.0,4,8
7551,others,660.0,1,35.0,1,230
7552,Ambedkar Nagar,1920.0,4,121.0,3,13
7553,Sarjapur  Road,3418.0,0,222.0,4,194
7554,1st Phase JP Nagar,4550.0,2,240.0,4,1
7555,Bhoganhalli,1205.0,2,68.32,2,43
7556,Haralur Road,1200.0,2,46.0,2,90
7557,Akshaya Nagar,1421.0,2,73.0,3,11
7558,6th Phase JP Nagar,1250.0,3,48.9,3,5
7559,Whitefield,524.0,1,29.0,1,224
7560,HSR Layout,4200.0,5,245.0,5,89
7561,Rachenahalli,985.0,2,50.17,2,183
7562,Whitefield,2830.0,4,161.0,4,224
7563,others,1140.0,2,60.0,2,230
7564,5th Block Hbr Layout,3600.0,5,130.0,5,3
7565,Raja Rajeshwari Nagar,1700.0,2,86.0,3,184
7566,Devanahalli,1360.0,2,62.425,2,65
7567,Dasarahalli,1333.0,2,86.65,2,64
7568,Electronic City,1258.0,2,85.5,2,74
7569,others,1458.0,2,87.0,3,230
7570,Electronic City,1386.0,2,85.0,2,74
7571,Electronic City,550.0,1,27.0,1,74
7572,Lakshminarayana Pura,1200.0,2,83.0,2,153
7573,others,1081.0,2,39.0,2,230
7574,Whitefield,2135.0,3,149.0,4,224
7575,Whitefield,2500.0,4,100.0,4,224
7576,others,1178.0,2,80.0,2,230
7577,Devarachikkanahalli,991.0,2,40.0,2,66
7578,Gottigere,1493.0,2,90.0,3,82
7579,Subramanyapura,2495.0,3,130.0,3,205
7580,Kammasandra,1080.0,2,31.99,2,125
7581,Dasanapura,814.0,2,53.0,2,63
7582,Electronic City,1025.0,2,50.0,2,74
7583,Whitefield,3075.0,2,188.0,4,224
7584,others,4000.0,8,150.0,7,230
7585,others,1175.0,2,52.86,2,230
7586,KR Puram,1100.0,2,45.0,2,115
7587,Banashankari,1450.0,2,50.75,2,26
7588,6th Phase JP Nagar,1810.0,3,131.0,3,5
7589,others,1426.0,2,71.0,3,230
7590,Sector 7 HSR Layout,2400.0,2,195.0,3,197
7591,Kalyan nagar,1100.0,2,70.0,2,122
7592,Electronic City Phase II,650.0,1,35.0,1,75
7593,Kaikondrahalli,900.0,2,27.0,2,120
7594,Billekahalli,1360.0,2,110.0,2,44
7595,Yeshwanthpur,674.0,1,36.85,1,229
7596,Whitefield,1655.0,3,110.0,3,224
7597,others,1300.0,2,95.0,2,230
7598,others,936.0,1,53.0,1,230
7599,others,1277.0,2,92.0,2,230
7600,others,1200.0,2,54.0,2,230
7601,Hormavu,1015.0,2,39.08,2,100
7602,Budigere,1153.0,2,60.0,2,52
7603,Kengeri,1035.0,2,51.5,2,135
7604,KR Puram,3300.0,3,255.0,5,115
7605,Uttarahalli,1150.0,2,46.0,2,216
7606,Malleshwaram,1020.0,2,80.0,2,160
7607,Old Madras Road,3715.0,6,212.5,4,177
7608,8th Phase JP Nagar,1160.0,2,95.0,2,7
7609,Brookefield,1225.0,2,72.0,2,51
7610,others,1350.0,3,60.0,3,230
7611,Channasandra,830.0,2,36.28,2,56
7612,Jalahalli,905.0,2,55.0,2,111
7613,Vijayanagar,1375.0,2,75.0,3,220
7614,Electronic City,1140.0,2,33.84,2,74
7615,Hormavu,1550.0,2,60.0,3,100
7616,Kannamangala,957.0,2,55.0,2,128
7617,9th Phase JP Nagar,890.0,2,45.0,2,8
7618,KR Puram,3000.0,4,235.0,4,115
7619,others,2400.0,5,150.0,5,230
7620,Rachenahalli,925.0,2,37.0,2,183
7621,Kammasandra,1415.0,2,60.0,2,125
7622,Thanisandra,1225.0,2,37.0,2,209
7623,Hennur Road,2000.0,4,90.0,4,96
7624,Whitefield,840.0,1,57.0,1,224
7625,Thanisandra,1732.0,3,112.0,3,209
7626,others,1200.0,1,45.0,1,230
7627,Bhoganhalli,1260.0,2,69.9,2,43
7628,others,1092.0,2,49.0,2,230
7629,others,827.0,2,34.0,2,230
7630,Chamrajpet,650.0,1,40.0,2,54
7631,Whitefield,1725.0,3,106.0,3,224
7632,Jalahalli,1000.0,2,70.0,2,111
7633,TC Palaya,1350.0,1,55.0,1,207
7634,Bellandur,1717.0,3,110.0,3,40
7635,Kanakpura Road,700.0,2,34.0,2,127
7636,others,800.0,2,32.0,2,230
7637,Sonnenahalli,1415.0,2,65.0,3,204
7638,7th Phase JP Nagar,1976.0,3,145.0,3,6
7639,Kambipura,883.0,2,37.01,2,123
7640,Yelahanka,700.0,1,38.0,1,226
7641,Sarjapur,1445.0,3,50.0,3,193
7642,Battarahalli,2082.0,3,104.0,3,37
7643,Thanisandra,933.0,2,66.0,2,209
7644,Electronic City Phase II,1155.0,2,57.0,2,75
7645,Bannerghatta,1200.0,2,73.2,2,33
7646,others,1055.0,2,43.0,2,230
7647,Rajaji Nagar,1555.0,3,125.0,3,185
7648,Bellandur,1420.0,3,62.0,3,40
7649,KR Puram,1035.0,2,40.0,2,115
7650,Yelahanka New Town,488.0,1,20.0,1,227
7651,others,2760.0,5,140.0,5,230
7652,others,993.0,2,42.0,2,230
7653,Hoodi,1225.0,2,45.0,2,97
7654,Sompura,825.0,2,32.0,2,203
7655,Electronic City Phase II,1800.0,3,92.0,3,75
7656,Kanakpura Road,1167.0,2,63.0,2,127
7657,Sarjapur,1150.0,2,41.0,2,193
7658,others,650.0,1,50.0,1,230
7659,Sarjapur  Road,675.0,1,27.0,1,194
7660,others,2260.0,3,90.0,2,230
7661,others,720.0,1,32.39,1,230
7662,Yelahanka New Town,1100.0,2,58.0,2,227
7663,Uttarahalli,1330.0,2,58.0,3,216
7664,others,2400.0,5,75.0,6,230
7665,Banashankari,1770.0,3,108.0,3,26
7666,Prithvi Layout,2100.0,3,125.0,3,181
7667,Pai Layout,1000.0,2,42.0,2,179
7668,Ramamurthy Nagar,2916.0,5,230.0,4,188
7669,Kanakpura Road,1419.59,2,65.0,3,127
7670,Kodihalli,1400.0,3,81.0,3,141
7671,Horamavu Agara,750.0,2,37.49,2,98
7672,Bannerghatta,1070.0,2,87.0,2,33
7673,Kannamangala,1536.0,3,107.0,3,128
7674,JP Nagar,2400.0,3,196.0,3,109
7675,Sarjapur  Road,1773.5,0,102.92,3,194
7676,Electronic City,1342.0,2,72.0,2,74
7677,others,1600.0,3,130.0,3,230
7678,Kanakapura,938.0,1,50.0,1,126
7679,Budigere,1820.0,3,99.0,3,52
7680,Bhoganhalli,2439.0,4,170.0,4,43
7681,Kanakpura Road,1665.0,3,78.0,3,127
7682,Basavangudi,1850.0,3,150.0,3,35
7683,Bommanahalli,1091.0,2,40.0,2,47
7684,Brookefield,3675.0,4,176.0,4,51
7685,JP Nagar,1060.0,2,33.95,2,109
7686,Whitefield,1059.0,2,57.0,2,224
7687,Hebbal,1299.0,2,97.0,2,92
7688,Yelahanka,1491.0,3,85.0,3,226
7689,Basaveshwara Nagar,1200.0,2,85.0,2,36
7690,Yelahanka,2088.0,5,110.0,4,226
7691,Hulimavu,581.0,1,29.0,1,105
7692,others,1296.0,2,70.0,2,230
7693,others,1125.0,2,55.0,2,230
7694,Electronic City,1275.0,3,70.0,3,74
7695,Kothanur,1095.0,2,55.0,2,146
7696,Old Madras Road,1330.0,2,74.0,2,177
7697,Marathahalli,1135.0,2,60.0,2,161
7698,Whitefield,516.0,1,39.0,1,224
7699,others,1194.0,2,51.0,2,230
7700,Electronic City,770.0,1,38.0,2,74
7701,Chikkalasandra,1355.0,3,54.2,3,59
7702,Abbigere,3000.0,8,150.0,8,10
7703,Harlur,2569.0,4,175.0,4,91
7704,Bhoganhalli,1707.0,3,115.0,3,43
7705,Sultan Palaya,1070.0,2,49.0,2,206
7706,Whitefield,6000.0,4,410.0,4,224
7707,Tumkur Road,1240.0,2,83.0,3,214
7708,JP Nagar,1300.0,2,91.65,2,109
7709,Ambalipura,1700.0,2,76.0,2,12
7710,Yeshwanthpur,1383.0,2,76.18,3,229
7711,others,3000.0,4,170.0,5,230
7712,Hulimavu,935.0,2,45.0,2,105
7713,Thigalarapalya,2072.0,4,151.0,3,210
7714,KR Puram,1116.0,2,45.0,2,115
7715,Whitefield,1639.0,3,107.0,3,224
7716,Marathahalli,1839.0,3,130.0,3,161
7717,others,1300.0,2,63.0,2,230
7718,Horamavu Agara,625.0,1,27.0,1,98
7719,Thanisandra,933.0,1,61.0,1,209
7720,Hosur Road,2289.0,3,180.0,3,104
7721,Ramamurthy Nagar,2316.0,3,125.0,3,188
7722,Electronic City,1005.0,2,39.77,2,74
7723,Horamavu Agara,1080.0,2,38.0,2,98
7724,Vishwapriya Layout,910.0,2,36.0,2,222
7725,Hormavu,1200.0,2,73.0,2,100
7726,Electronic City,1110.0,2,39.9,2,74
7727,Kothanur,1142.0,2,56.0,2,146
7728,2nd Stage Nagarbhavi,4000.0,4,240.0,5,2
7729,AECS Layout,1005.0,2,55.0,2,9
7730,others,1626.6,3,133.0,3,230
7731,Kothanur,1074.0,2,54.0,2,146
7732,Basavangudi,1230.0,2,80.0,2,35
7733,Electronic City,660.0,1,23.0,2,74
7734,others,1007.0,2,48.0,2,230
7735,Whitefield,1820.0,3,113.0,3,224
7736,others,1348.0,2,100.0,2,230
7737,Kasavanhalli,1230.0,2,66.25,2,130
7738,Horamavu Agara,1176.0,2,37.62,3,98
7739,Frazer Town,1200.0,2,78.0,2,77
7740,others,1298.0,2,65.0,2,230
7741,Kothanur,1285.0,2,60.0,2,146
7742,Electronic City,1644.0,3,92.59,3,74
7743,Kasavanhalli,1819.0,3,150.0,3,130
7744,1st Phase JP Nagar,1205.0,2,85.0,2,1
7745,Raja Rajeshwari Nagar,1270.0,2,62.0,2,184
7746,9th Phase JP Nagar,1240.0,2,39.89,3,8
7747,Jigani,1221.0,3,70.0,3,113
7748,Kanakpura Road,1339.0,2,63.0,2,127
7749,Thigalarapalya,4303.0,5,300.0,4,210
7750,Haralur Road,1315.0,2,85.0,2,90
7751,Raja Rajeshwari Nagar,1250.0,2,68.0,2,184
7752,Bisuvanahalli,850.0,2,27.0,2,46
7753,7th Phase JP Nagar,1600.0,2,110.0,3,6
7754,Electronic City,1250.0,2,62.0,2,74
7755,others,1312.0,2,56.5,3,230
7756,Kadugodi,3000.0,4,134.0,4,117
7757,Whitefield,1990.0,3,98.0,3,224
7758,others,760.0,2,38.5,2,230
7759,Kadugodi,1614.0,2,59.0,3,117
7760,others,1182.0,2,60.1,3,230
7761,others,1053.0,2,46.29,2,230
7762,Gubbalala,2000.0,3,125.0,3,84
7763,Electronic City Phase II,1940.0,4,116.0,3,75
7764,Hennur Road,1590.0,3,105.0,3,96
7765,others,1035.0,2,52.79,2,230
7766,Raja Rajeshwari Nagar,1260.0,2,62.0,3,184
7767,Thanisandra,1702.0,3,107.0,3,209
7768,Bisuvanahalli,1080.0,2,65.0,3,46
7769,Kasavanhalli,1189.0,2,45.0,2,130
7770,Tumkur Road,1035.0,2,39.0,2,214
7771,Hennur Road,1200.0,2,36.0,2,96
7772,Yelahanka,1330.0,2,93.65,2,226
7773,Kaggalipura,1210.0,2,65.0,3,119
7774,Chikkalasandra,1350.0,2,54.2,3,59
7775,Kaval Byrasandra,1900.0,2,65.0,3,133
7776,Ambedkar Nagar,1935.0,4,125.0,3,13
7777,others,1410.0,3,90.0,3,230
7778,others,1469.0,2,99.14,2,230
7779,Varthur,986.0,2,30.0,2,217
7780,others,1460.0,2,87.0,3,230
7781,Chandapura,1345.0,2,39.5,3,55
7782,Panathur,980.0,2,57.0,2,180
7783,Kudlu Gate,1164.0,2,75.0,2,148
7784,Subramanyapura,929.0,1,51.0,2,205
7785,Kundalahalli,1065.0,2,70.0,2,150
7786,Budigere,1172.0,2,56.725,2,52
7787,Electronic City,1020.0,2,30.27,2,74
7788,Yeshwanthpur,672.0,1,36.85,1,229
7789,Brookefield,1746.0,3,115.0,3,51
7790,others,1250.0,2,65.0,2,230
7791,Thanisandra,1188.0,2,39.0,2,209
7792,Whitefield,3565.0,4,218.0,4,224
7793,Marathahalli,1170.0,2,85.0,2,161
7794,others,1000.0,2,35.0,2,230
7795,Kasturi Nagar,2507.0,4,155.0,4,131
7796,Babusapalaya,1061.0,2,34.0,2,24
7797,KR Puram,1290.0,2,69.0,2,115
7798,Sarjapur,1200.0,2,42.6,2,193
7799,Bharathi Nagar,1120.0,2,39.29,2,42
7800,Sarjapur,1333.0,3,50.0,3,193
7801,Thanisandra,747.0,1,34.355,1,209
7802,Thanisandra,2030.0,4,125.0,3,209
7803,Balagere,1012.0,2,70.0,2,25
7804,Kudlu,1245.0,2,60.0,3,147
7805,7th Phase JP Nagar,1765.0,3,118.0,3,6
7806,Gottigere,1110.0,2,36.25,2,82
7807,others,967.0,2,47.8,2,230
7808,Sarjapur,1044.0,2,36.0,2,193
7809,Brookefield,1518.0,3,80.0,3,51
7810,KR Puram,1300.0,2,57.0,3,115
7811,others,1798.0,3,73.0,3,230
7812,KR Puram,866.28,2,36.38,2,115
7813,Whitefield,3410.0,5,253.0,4,224
7814,Singasandra,1179.0,2,56.0,2,201
7815,Haralur Road,1976.0,3,92.0,3,90
7816,5th Phase JP Nagar,1190.0,2,61.8,2,4
7817,Jakkur,1761.0,3,84.52,3,110
7818,Cooke Town,1700.0,3,120.0,3,61
7819,Electronic City,1128.0,2,64.8,2,74
7820,others,509.0,1,20.0,1,230
7821,Ambedkar Nagar,1852.0,4,122.0,3,13
7822,Varthur,1045.0,2,40.65,2,217
7823,others,3535.0,4,215.0,4,230
7824,others,1800.0,3,82.0,4,230
7825,Hebbal Kempapura,1436.0,2,75.0,3,93
7826,others,1397.0,2,52.0,3,230
7827,Kothanur,1140.0,2,56.0,2,146
7828,others,2050.0,3,135.0,3,230
7829,Sarjapur  Road,1335.0,2,95.0,2,194
7830,Thanisandra,1140.0,2,59.0,2,209
7831,Thanisandra,663.0,1,46.0,1,209
7832,Kanakpura Road,1450.0,3,60.9,3,127
7833,Kodichikkanahalli,1400.0,3,66.0,3,138
7834,others,1339.0,2,53.56,2,230
7835,others,1305.0,2,52.0,2,230
7836,Green Glen Layout,1740.0,3,80.0,3,83
7837,Anekal,680.0,1,21.0,2,17
7838,Bannerghatta Road,1154.0,2,47.0,2,34
7839,Munnekollal,1200.0,2,40.0,2,164
7840,Hennur,1155.0,2,54.5,2,95
7841,Sarjapur  Road,1525.0,2,63.0,3,194
7842,Hebbal,2470.0,5,192.0,4,92
7843,Padmanabhanagar,1100.0,2,60.0,2,178
7844,Hormavu,1250.0,2,65.0,2,100
7845,Kothanur,1400.0,2,70.0,2,146
7846,others,1600.0,3,100.0,3,230
7847,Electronic City,1060.0,2,55.0,2,74
7848,Horamavu Banaswadi,1272.0,2,50.0,2,99
7849,Kanakpura Road,1296.0,2,105.0,2,127
7850,Karuna Nagar,1945.0,3,115.0,3,129
7851,Chandapura,1033.0,2,30.47,3,55
7852,others,2300.0,2,69.0,3,230
7853,others,1235.0,2,52.76,2,230
7854,others,850.0,2,42.5,2,230
7855,Subramanyapura,1880.0,3,110.0,3,205
7856,Kenchenahalli,1060.0,2,52.0,2,134
7857,Hennur Road,2041.0,3,138.0,3,96
7858,others,1150.0,2,39.0,2,230
7859,LB Shastri Nagar,1184.0,2,62.0,2,151
7860,Sarjapur  Road,1680.0,3,126.0,3,194
7861,Thanisandra,1411.0,3,100.0,3,209
7862,Thanisandra,1702.0,3,120.0,3,209
7863,Yelahanka,1185.0,2,45.0,2,226
7864,Kanakpura Road,1300.0,3,64.0,3,127
7865,others,1545.0,3,65.0,3,230
7866,Jigani,1300.0,3,55.0,3,113
7867,JP Nagar,1107.0,2,57.0,2,109
7868,Old Madras Road,1720.0,3,106.0,3,177
7869,Bannerghatta Road,1000.0,2,44.5,2,34
7870,Electronic City,710.0,1,40.42,1,74
7871,Bannerghatta Road,1250.0,2,48.0,2,34
7872,Kaggadasapura,2400.0,4,130.0,5,118
7873,Hegde Nagar,1584.01,3,104.0,3,94
7874,Kaggadasapura,1485.0,2,70.0,3,118
7875,Hennur Road,1100.0,2,78.0,3,96
7876,8th Phase JP Nagar,1245.0,2,59.0,2,7
7877,Hennur Road,1880.0,4,154.0,4,96
7878,others,1050.0,2,45.0,2,230
7879,Bannerghatta Road,1640.0,3,105.0,3,34
7880,others,1165.0,2,65.0,2,230
7881,Kengeri Satellite Town,1110.0,2,43.0,2,136
7882,Uttarahalli,4500.0,4,150.0,4,216
7883,others,1200.0,1,42.0,2,230
7884,Jalahalli,1704.0,3,94.36,3,111
7885,7th Phase JP Nagar,1275.0,2,88.0,3,6
7886,Sarjapur  Road,1222.0,2,68.0,3,194
7887,Electronic City,1000.0,2,29.95,2,74
7888,Yelahanka,1517.0,3,71.28,3,226
7889,Horamavu Agara,1166.0,2,37.29,2,98
7890,5th Phase JP Nagar,4000.0,5,170.0,5,4
7891,Yelahanka,3019.0,6,190.0,4,226
7892,Whitefield,1345.0,3,58.0,3,224
7893,EPIP Zone,3800.0,5,170.0,4,73
7894,Chandapura,971.0,2,38.0,3,55
7895,EPIP Zone,1810.0,2,65.0,2,73
7896,others,1300.0,2,58.0,2,230
7897,Thanisandra,1185.0,2,45.0,2,209
7898,others,1350.0,2,68.0,2,230
7899,Budigere,1590.0,3,76.16,3,52
7900,Thyagaraja Nagar,3000.0,6,180.0,7,212
7901,Somasundara Palya,1650.0,3,126.0,3,202
7902,others,1645.0,3,87.0,3,230
7903,Hennur Road,1748.0,3,103.0,3,96
7904,Kengeri Satellite Town,1170.0,2,50.0,2,136
7905,Sarjapur  Road,3420.0,4,225.0,4,194
7906,Hulimavu,1320.0,2,65.0,3,105
7907,Sarjapur  Road,1510.0,2,110.0,3,194
7908,others,2700.0,7,110.0,6,230
7909,others,1305.0,2,45.68,3,230
7910,Mahadevpura,1500.0,2,70.0,3,156
7911,Thanisandra,1948.0,4,129.0,4,209
7912,Margondanahalli,1448.0,3,70.0,3,162
7913,Sarjapur  Road,1242.0,2,78.0,2,194
7914,Sonnenahalli,1268.0,2,58.0,2,204
7915,Ramamurthy Nagar,1101.0,2,50.0,2,188
7916,others,1255.0,2,65.0,2,230
7917,Hosa Road,1089.0,2,32.67,2,101
7918,Thanisandra,3600.0,9,125.0,8,209
7919,Kaggalipura,950.0,2,45.0,2,119
7920,HBR Layout,1068.0,2,43.0,2,87
7921,Yelahanka New Town,860.0,1,31.0,2,227
7922,Kengeri,3000.0,5,130.0,8,135
7923,Yelahanka,1756.0,3,66.73,3,226
7924,Whitefield,1205.0,2,41.0,2,224
7925,Hormavu,1604.0,3,68.0,3,100
7926,Ananth Nagar,1010.0,2,38.0,2,16
7927,Doddakallasandra,1010.0,2,41.0,2,69
7928,Yelahanka,1050.0,2,33.1,2,226
7929,Bannerghatta Road,1656.0,2,62.93,3,34
7930,others,1451.0,3,68.0,3,230
7931,JP Nagar,1250.0,2,93.0,2,109
7932,others,4395.0,3,240.0,3,230
7933,Sonnenahalli,1340.0,2,42.0,3,204
7934,others,1100.0,2,38.5,2,230
7935,Devarachikkanahalli,1700.0,3,71.0,3,66
7936,KR Puram,1096.0,2,43.0,2,115
7937,others,1936.0,3,139.0,3,230
7938,Nehru Nagar,1269.0,2,63.0,3,174
7939,Panathur,1586.0,3,125.0,3,180
7940,Kanakpura Road,1452.0,3,56.5,3,127
7941,Hosa Road,1538.0,3,107.0,3,101
7942,others,935.0,2,40.0,2,230
7943,others,1220.0,2,65.0,2,230
7944,Harlur,1197.0,2,77.0,2,91
7945,Varthur,674.0,1,19.9,2,217
7946,Kengeri,410.0,1,15.0,1,135
7947,Thanisandra,1573.0,3,90.0,3,209
7948,Dodda Nekkundi,1135.0,2,58.0,2,67
7949,others,1200.0,1,65.0,1,230
7950,others,1800.0,3,95.0,3,230
7951,others,2045.0,3,108.0,3,230
7952,Sonnenahalli,1268.0,2,56.0,2,204
7953,Yelahanka,1600.0,3,100.0,3,226
7954,Thanisandra,1056.0,2,70.0,2,209
7955,Whitefield,4500.0,4,330.0,4,224
7956,KR Puram,1204.0,2,58.0,2,115
7957,others,1410.0,2,54.0,3,230
7958,Hennur Road,1460.0,2,80.3,2,96
7959,Dodda Nekkundi,1100.0,2,41.18,2,67
7960,others,1310.0,2,88.0,2,230
7961,Sector 2 HSR Layout,1600.0,3,90.0,3,196
7962,others,1250.0,2,55.0,2,230
7963,Sarjapur  Road,1665.0,3,74.93,3,194
7964,Singasandra,1416.0,2,67.0,2,201
7965,Jigani,1231.0,3,58.0,3,113
7966,Yelahanka,1664.0,3,73.95,3,226
7967,TC Palaya,2000.0,3,76.0,3,207
7968,Rajiv Nagar,972.0,2,43.0,2,186
7969,others,4500.0,4,345.0,4,230
7970,Bellandur,1185.0,2,47.39,2,40
7971,Green Glen Layout,1750.0,3,81.0,3,83
7972,Balagere,1007.0,2,68.0,2,25
7973,Whitefield,1250.0,2,85.0,2,224
7974,others,1200.0,2,54.0,2,230
7975,Horamavu Agara,994.0,2,42.28,2,98
7976,Ramamurthy Nagar,1150.0,2,40.0,2,188
7977,Thanisandra,1220.0,2,46.0,2,209
7978,others,1441.0,2,115.0,2,230
7979,Thigalarapalya,1400.0,2,105.0,2,210
7980,Tindlu,1370.07,3,65.0,3,213
7981,Judicial Layout,900.0,2,40.0,2,114
7982,others,418.0,1,17.0,1,230
7983,others,1200.0,3,80.0,3,230
7984,ISRO Layout,1200.0,2,43.0,2,106
7985,Talaghattapura,1062.0,2,42.48,2,208
7986,Kanakpura Road,1120.0,2,51.0,2,127
7987,Bannerghatta Road,1012.0,2,44.0,2,34
7988,Kanakpura Road,1430.0,2,78.0,2,127
7989,Channasandra,1195.0,2,56.0,3,56
7990,Old Madras Road,2640.0,5,150.0,3,177
7991,Hennur Road,1570.0,3,75.99,3,96
7992,Sonnenahalli,1011.0,2,59.0,2,204
7993,7th Phase JP Nagar,1450.0,2,102.0,3,6
7994,Sarjapur  Road,1129.0,2,69.0,2,194
7995,Sarjapura - Attibele Road,1126.0,2,36.0,2,195
7996,Sarjapur  Road,1180.0,2,45.0,3,194
7997,Hennur Road,1933.0,3,140.0,3,96
7998,TC Palaya,1082.0,2,64.0,2,207
7999,others,610.0,1,28.0,1,230
8000,Kudlu Gate,3850.0,6,205.0,4,148
8001,CV Raman Nagar,1125.0,2,46.0,2,53
8002,others,2400.0,7,107.0,6,230
8003,Kengeri Satellite Town,777.4,2,25.0,2,136
8004,others,1864.0,3,120.0,3,230
8005,Whitefield,1115.0,2,51.91,2,224
8006,Kengeri,400.0,1,25.0,1,135
8007,Rajaji Nagar,1200.0,2,70.0,2,185
8008,others,950.0,2,57.0,2,230
8009,Bellandur,1200.0,2,62.0,2,40
8010,GM Palaya,1735.0,3,70.0,3,78
8011,Jalahalli,1470.0,2,102.0,3,111
8012,Bannerghatta Road,1527.0,3,115.0,3,34
8013,others,985.0,2,45.0,2,230
8014,Chandapura,3300.0,4,135.0,4,55
8015,Whitefield,1277.0,2,77.0,2,224
8016,others,1100.0,2,62.0,2,230
8017,Whitefield,1820.0,3,140.0,3,224
8018,others,1530.0,3,87.0,4,230
8019,Jakkur,1880.0,4,110.0,3,110
8020,Hennur,1255.0,2,52.35,2,95
8021,Somasundara Palya,1140.0,2,46.0,2,202
8022,Whitefield,3453.0,4,247.0,4,224
8023,Kaikondrahalli,1250.0,2,78.0,2,120
8024,others,2400.0,3,108.0,4,230
8025,Jalahalli,1244.0,2,88.0,2,111
8026,Sarjapur  Road,1034.0,2,38.0,2,194
8027,Kasavanhalli,1719.0,3,71.0,3,130
8028,Hosa Road,1470.0,2,84.22,3,101
8029,Yelahanka,1140.0,2,50.66,2,226
8030,Harlur,1752.12,3,125.0,3,91
8031,Old Madras Road,2990.0,3,170.0,3,177
8032,Bannerghatta Road,1660.0,3,85.0,3,34
8033,Electronic City,1275.0,3,63.43,3,74
8034,Bommasandra Industrial Area,1365.0,3,52.81,3,49
8035,others,1200.0,2,90.0,3,230
8036,Kanakpura Road,2546.0,3,170.0,3,127
8037,Banashankari Stage VI,1392.0,3,69.46,3,30
8038,Whitefield,1245.0,2,59.76,2,224
8039,Yeshwanthpur,1162.0,2,64.08,2,229
8040,Singasandra,1476.0,2,73.0,3,201
8041,KR Puram,700.0,1,21.5,1,115
8042,others,3600.0,6,170.0,6,230
8043,Jigani,943.0,2,48.0,2,113
8044,Sarjapur  Road,1113.0,2,44.5,2,194
8045,Varthur,1615.0,3,69.43,3,217
8046,others,1279.0,2,100.0,2,230
8047,Sompura,1350.0,3,65.0,3,203
8048,others,1525.0,3,68.63,3,230
8049,Ardendale,1777.26,3,92.0,3,19
8050,Bisuvanahalli,845.0,2,32.0,2,46
8051,Varthur,1210.0,2,64.15,2,217
8052,Sarjapur  Road,1879.0,3,155.0,3,194
8053,Hosur Road,1250.0,2,50.0,3,104
8054,Marathahalli,1108.0,2,60.0,3,161
8055,Kanakpura Road,1401.0,3,69.0,3,127
8056,others,1185.0,2,42.66,2,230
8057,Green Glen Layout,1751.0,3,115.0,3,83
8058,Bannerghatta Road,1880.0,3,96.5,3,34
8059,Whitefield,1322.5,3,40.985,3,224
8060,Channasandra,1175.0,2,38.0,2,56
8061,Jalahalli,1407.0,2,98.49,2,111
8062,Yelachenahalli,1000.0,2,50.0,2,225
8063,Electronic City,1518.0,3,75.0,3,74
8064,Tumkur Road,1027.0,2,67.0,2,214
8065,Begur Road,1500.0,2,47.25,3,39
8066,Varthur,1737.0,2,57.32,3,217
8067,Hennur,3517.0,0,161.5,4,95
8068,others,1600.0,4,120.0,3,230
8069,others,1120.0,2,60.0,2,230
8070,Hennur Road,1030.0,2,46.5,2,96
8071,Gubbalala,2500.0,6,88.0,6,84
8072,Kammasandra,1057.0,2,35.0,2,125
8073,Hormavu,1075.0,2,53.7,2,100
8074,Mysore Road,1080.0,2,60.0,3,166
8075,others,5100.0,7,225.0,6,230
8076,Singasandra,1139.7,2,45.0,2,201
8077,Whitefield,1074.0,2,42.8,2,224
8078,Sarjapur  Road,2425.0,5,175.0,4,194
8079,Sarjapur  Road,1323.0,2,74.0,2,194
8080,Kalena Agrahara,900.0,2,40.0,2,121
8081,Sarjapura - Attibele Road,740.0,1,23.65,1,195
8082,Bannerghatta Road,1550.0,3,96.0,3,34
8083,Gunjur,1588.0,2,90.0,3,85
8084,R.T. Nagar,3600.0,8,165.0,9,182
8085,others,1308.0,2,86.0,2,230
8086,Hennur,1340.0,2,54.27,3,95
8087,Thanisandra,1719.0,3,135.0,3,209
8088,Jakkur,1660.0,3,104.0,3,110
